Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,Manipulation: Randomise questionnaire elements?,Question Key,Response,branch-s3b7,branch-dgjt
11,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 5-quantised,4,Eligible,Voucher
12,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 6 ,Definitely Agree,Eligible,Voucher
13,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 6 -quantised,1,Eligible,Voucher
14,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 7,Slightly Agree,Eligible,Voucher
15,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 7-quantised,2,Eligible,Voucher
16,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 8 ,Slightly Agree,Eligible,Voucher
17,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 8 -quantised,2,Eligible,Voucher
18,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 9 ,Slightly Agree,Eligible,Voucher
19,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 9 -quantised,2,Eligible,Voucher
20,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 10 ,Slightly Disagree,Eligible,Voucher
21,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 10 -quantised,3,Eligible,Voucher
22,1753200648151,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 11 ,Slightly Agree,Eligible,Voucher
23,1753200648217,22/07/2025 16:10,1753200648061,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 11 -quantised,2,Eligible,Voucher
24,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 12 ,Slightly Disagree,Eligible,Voucher
25,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 12 -quantised,3,Eligible,Voucher
26,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 13 ,Definitely Agree,Eligible,Voucher
27,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 13 -quantised,1,Eligible,Voucher
28,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 14 ,Definitely Agree,Eligible,Voucher
29,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 14 -quantised,1,Eligible,Voucher
30,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 15 ,Slightly Agree,Eligible,Voucher
31,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 15 -quantised,2,Eligible,Voucher
32,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 16,Slightly Agree,Eligible,Voucher
33,1753200648217,22/07/2025 16:10,1753200648062,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 16-quantised,2,Eligible,Voucher
34,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 17,Slightly Agree,Eligible,Voucher
35,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 17-quantised,2,Eligible,Voucher
36,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 18,Slightly Disagree,Eligible,Voucher
37,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 18-quantised,3,Eligible,Voucher
38,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 19 ,Slightly Disagree,Eligible,Voucher
39,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 19 -quantised,3,Eligible,Voucher
40,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 20,Definitely Agree,Eligible,Voucher
41,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 20-quantised,1,Eligible,Voucher
42,1753200648217,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 21,Definitely Disagree,Eligible,Voucher
43,1753200648294,22/07/2025 16:10,1753200648063,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 21-quantised,4,Eligible,Voucher
44,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 22,Definitely Disagree,Eligible,Voucher
45,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 22-quantised,4,Eligible,Voucher
46,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 23 ,Slightly Disagree,Eligible,Voucher
47,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 23 -quantised,3,Eligible,Voucher
48,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 24,Definitely Agree,Eligible,Voucher
49,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 24-quantised,1,Eligible,Voucher
50,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 25,Slightly Disagree,Eligible,Voucher
51,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 25-quantised,3,Eligible,Voucher
52,1753200648294,22/07/2025 16:10,1753200648064,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 26 ,Slightly Disagree,Eligible,Voucher
53,1753200648294,22/07/2025 16:10,1753200648065,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 26 -quantised,3,Eligible,Voucher
54,1753200648294,22/07/2025 16:10,1753200648065,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 27 ,Slightly Agree,Eligible,Voucher
55,1753200648294,22/07/2025 16:10,1753200648065,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 27 -quantised,2,Eligible,Voucher
56,1753200648294,22/07/2025 16:10,1753200648065,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 28,Slightly Disagree,Eligible,Voucher
57,1753200648294,22/07/2025 16:10,1753200648065,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 28-quantised,3,Eligible,Voucher
58,1753200648294,22/07/2025 16:10,1753200648065,1,22/07/2025 17:10,234742,8,questionnaire-zmbq,,48250230,BLINDED,13860618,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,END QUESTIONNAIRE,96652,Eligible,Voucher
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
